date,state_id,doses_administered_cumulative
2021-05-06,2,224343
2021-05-06,3,697478
2021-05-06,4,575623
2021-05-06,5,205709
2021-05-06,6,461255
2021-05-06,7,371626
2021-05-06,8,161652
2021-05-06,9,700580
2021-05-07,1,131286
2021-05-07,2,231112
2021-05-07,3,719138
2021-05-07,4,593624
2021-05-07,5,214236
2021-05-07,6,476577
2021-05-07,7,383283
2021-05-07,8,168820
2021-05-07,9,717039
2021-05-08,1,133294
2021-05-08,2,239000
2021-05-08,3,729491
2021-05-08,4,597463
2021-05-08,5,217648
2021-05-08,6,481726
2021-05-08,7,385870
2021-05-08,8,175801
2021-05-08,9,727690
2021-05-09,1,133461
2021-05-09,2,245321
2021-05-09,3,733577
2021-05-09,4,597604
2021-05-09,5,217695
2021-05-09,6,482078
2021-05-09,7,385916
2021-05-09,8,176913
2021-05-09,9,734433
2021-05-10,1,134130
2021-05-10,2,246285
2021-05-10,3,742533
2021-05-10,4,602755
2021-05-10,5,221435
2021-05-10,6,488892
2021-05-10,7,389049
2021-05-10,8,177481
2021-05-10,9,748228
2021-05-11,1,136184
2021-05-11,2,250211
2021-05-11,3,755872
2021-05-11,4,615441
2021-05-11,5,230591
2021-05-11,6,496413
2021-05-11,7,393603
2021-05-11,8,177554
2021-05-11,9,761701
2021-05-12,1,138373
2021-05-12,2,253077
2021-05-12,3,774872
2021-05-12,4,633893
2021-05-12,5,242655
2021-05-12,6,516332
2021-05-12,7,400993
2021-05-12,8,180124
2021-05-12,9,778723
2021-05-13,1,138736
2021-05-13,2,254314
2021-05-13,3,789135
2021-05-13,4,636999
2021-05-13,5,243733
2021-05-13,6,522743
2021-05-13,7,403822
2021-05-13,8,180152
2021-05-13,9,784276
2021-05-14,1,143011
2021-05-14,2,260523
2021-05-14,3,808325
2021-05-14,4,652596
2021-05-14,5,249016
2021-05-14,6,531295
2021-05-14,7,415207
2021-05-14,8,186529
2021-05-14,9,798493
2021-05-15,1,146554
2021-05-15,2,268131
2021-05-15,3,822437
2021-05-15,4,657454
2021-05-15,5,250701
2021-05-15,6,535865
2021-05-15,7,418441
2021-05-15,8,195486
2021-05-15,9,810659
2021-05-16,1,149395
2021-05-16,2,274865
2021-05-16,3,826295
2021-05-16,4,657571
2021-05-16,5,250777
2021-05-16,6,536796
2021-05-16,7,420162
2021-05-16,8,196525
2021-05-16,9,817759
2021-05-17,1,150484
2021-05-17,2,275677
2021-05-17,3,833827
2021-05-17,4,666938
2021-05-17,5,253733
2021-05-17,6,544065
2021-05-17,7,423435
2021-05-17,8,196976
2021-05-17,9,832851
2021-05-18,1,153695
2021-05-18,2,277642
2021-05-18,3,843284
2021-05-18,4,687881
2021-05-18,5,261453
2021-05-18,6,549930
2021-05-18,7,428603
2021-05-18,8,197249
2021-05-18,9,848708
2021-05-19,1,156841
2021-05-19,2,280727
2021-05-19,3,855063
2021-05-19,4,713146
2021-05-19,5,271156
2021-05-19,6,572639
2021-05-19,7,436535
2021-05-19,8,199909
2021-05-19,9,868885
2021-05-20,1,160264
2021-05-20,2,285211
2021-05-20,3,871747
2021-05-20,4,738813
2021-05-20,5,278924
2021-05-20,6,591968
2021-05-20,7,445609
2021-05-20,8,204990
2021-05-20,9,889257
2021-05-21,1,162480
2021-05-21,2,290270
2021-05-21,3,890248
2021-05-21,4,760142
2021-05-21,5,285746
2021-05-21,6,610746
2021-05-21,7,457439
2021-05-21,8,210979
2021-05-21,9,911299
2021-05-22,1,167999
2021-05-22,2,297649
2021-05-22,3,902783
2021-05-22,4,763577
2021-05-22,5,286796
2021-05-22,6,616789
2021-05-22,7,461237
2021-05-22,8,217112
2021-05-22,9,925215
2021-05-23,1,169603
2021-05-23,2,303453
2021-05-23,3,911849
2021-05-23,4,763714
2021-05-23,5,286866
2021-05-23,6,617437
2021-05-23,7,461373
2021-05-23,8,219503
2021-05-23,9,935085
2021-05-24,1,172709
2021-05-24,2,303773
2021-05-24,3,914718
2021-05-24,4,764448
2021-05-24,5,287102
2021-05-24,6,622383
2021-05-24,7,461981
2021-05-24,8,220020
2021-05-24,9,947198
2021-05-25,1,174864
2021-05-25,2,307330
2021-05-25,3,931264
2021-05-25,4,767658
2021-05-25,5,291020
2021-05-25,6,628451
2021-05-25,7,466048
2021-05-25,8,220245
2021-05-25,9,963006
2021-05-26,1,176673
2021-05-26,2,311985
2021-05-26,3,948602
2021-05-26,4,782807
2021-05-26,5,300061
2021-05-26,6,647065
2021-05-26,7,471949
2021-05-26,8,222433
2021-05-26,9,981849
2021-05-27,1,184636
2021-05-27,2,315697
2021-05-27,3,966339
2021-05-27,4,797309
2021-05-27,5,309327
2021-05-27,6,663961
2021-05-27,7,479766
2021-05-27,8,225426
2021-05-27,9,1000828
2021-05-28,1,187362
2021-05-28,2,322755
2021-05-28,3,985975
2021-05-28,4,821350
2021-05-28,5,317683
2021-05-28,6,680219
2021-05-28,7,488167
2021-05-28,8,230800
2021-05-28,9,1019941
2021-05-29,1,192111
2021-05-29,2,331824
2021-05-29,3,1000461
2021-05-29,4,825104
2021-05-29,5,318031
2021-05-29,6,688130
2021-05-29,7,489695
2021-05-29,8,237788
2021-05-29,9,1034272
2021-05-30,1,195063
2021-05-30,2,339341
2021-05-30,3,1011772
2021-05-30,4,825389
2021-05-30,5,318090
2021-05-30,6,689729
2021-05-30,7,490357
2021-05-30,8,241333
2021-05-30,9,1044750
2021-05-31,1,196023
2021-05-31,2,340541
2021-05-31,3,1021662
2021-05-31,4,831721
2021-05-31,5,321186
2021-05-31,6,692140
2021-05-31,7,493247
2021-05-31,8,241390
2021-05-31,9,1062199
2021-06-01,1,198377
2021-06-01,2,342714
2021-06-01,3,1043957
2021-06-01,4,851305
2021-06-01,5,330773
2021-06-01,6,699500
2021-06-01,7,501335
2021-06-01,8,241666
2021-06-01,9,1081959
2021-06-02,1,200807
2021-06-02,2,347894
2021-06-02,3,1070757
2021-06-02,4,882826
2021-06-02,5,344082
2021-06-02,6,730587
2021-06-02,7,507852
2021-06-02,8,244923
2021-06-02,9,1105644
2021-06-03,1,203743
2021-06-03,2,350196
2021-06-03,3,1088118
2021-06-03,4,895296
2021-06-03,5,345097
2021-06-03,6,735158
2021-06-03,7,513365
2021-06-03,8,251927
2021-06-03,9,1121774
2021-06-04,1,208363
2021-06-04,2,357943
2021-06-04,3,1108754
2021-06-04,4,911747
2021-06-04,5,349843
2021-06-04,6,752193
2021-06-04,7,524795
2021-06-04,8,258244
2021-06-04,9,1142934
2021-06-05,1,210297
2021-06-05,2,365724
2021-06-05,3,1126927
2021-06-05,4,914783
2021-06-05,5,350612
2021-06-05,6,757044
2021-06-05,7,528018
2021-06-05,8,265318
2021-06-05,9,1159685
2021-06-06,1,212999
2021-06-06,2,373336
2021-06-06,3,1138629
2021-06-06,4,920150
2021-06-06,5,350730
2021-06-06,6,757965
2021-06-06,7,528850
2021-06-06,8,275220
2021-06-06,9,1174105
2021-06-07,1,214009
2021-06-07,2,375737
2021-06-07,3,1149604
2021-06-07,4,932658
2021-06-07,5,353512
2021-06-07,6,765730
2021-06-07,7,532160
2021-06-07,8,275607
2021-06-07,9,1191163
2021-06-08,1,218803
2021-06-08,2,378990
2021-06-08,3,1171622
2021-06-08,4,952816
2021-06-08,5,362189
2021-06-08,6,775293
2021-06-08,7,537505
2021-06-08,8,275830
2021-06-08,9,1209214
2021-06-09,1,222031
2021-06-09,2,385454
2021-06-09,3,1195197
2021-06-09,4,970185
2021-06-09,5,372548
2021-06-09,6,804851
2021-06-09,7,545329
2021-06-09,8,276089
2021-06-09,9,1228294
2021-06-10,1,227863
2021-06-10,2,391272
2021-06-10,3,1217495
2021-06-10,4,993707
2021-06-10,5,381618
2021-06-10,6,825891
2021-06-10,7,555863
2021-06-10,8,280788
2021-06-10,9,1247422
2021-06-11,1,230614
2021-06-11,2,403046
2021-06-11,3,1239371
2021-06-11,4,1013706
2021-06-11,5,389244
2021-06-11,6,850042
2021-06-11,7,572120
2021-06-11,8,289070
2021-06-11,9,1266448
2021-06-12,1,233392
2021-06-12,2,411715
2021-06-12,3,1254199
2021-06-12,4,1019984
2021-06-12,5,390377
2021-06-12,6,857547
2021-06-12,7,579838
2021-06-12,8,296484
2021-06-12,9,1280205
2021-06-13,1,236091
2021-06-13,2,419420
2021-06-13,3,1264931
2021-06-13,4,1020557
2021-06-13,5,390436
2021-06-13,6,858095
2021-06-13,7,580988
2021-06-13,8,300557
2021-06-13,9,1290472
2021-06-14,1,237117
2021-06-14,2,421062
2021-06-14,3,1273811
2021-06-14,4,1027156
2021-06-14,5,393294
2021-06-14,6,864220
2021-06-14,7,585354
2021-06-14,8,300882
2021-06-14,9,1308031
2021-06-15,1,241119
2021-06-15,2,423060
2021-06-15,3,1293826
2021-06-15,4,1049471
2021-06-15,5,400720
2021-06-15,6,873778
2021-06-15,7,589097
2021-06-15,8,301165
2021-06-15,9,1325510
2021-06-16,1,245060
2021-06-16,2,426656
2021-06-16,3,1315465
2021-06-16,4,1075151
2021-06-16,5,411352
2021-06-16,6,901114
2021-06-16,7,595405
2021-06-16,8,303923
2021-06-16,9,1344529
2021-06-17,1,249786
2021-06-17,2,431837
2021-06-17,3,1336074
2021-06-17,4,1100994
2021-06-17,5,418108
2021-06-17,6,920931
2021-06-17,7,605771
2021-06-17,8,307840
2021-06-17,9,1362967
2021-06-18,1,254224
2021-06-18,2,440708
2021-06-18,3,1356416
2021-06-18,4,1119085
2021-06-18,5,424883
2021-06-18,6,935584
2021-06-18,7,619120
2021-06-18,8,315421
2021-06-18,9,1382164
2021-06-19,1,259919
2021-06-19,2,448262
2021-06-19,3,1370548
2021-06-19,4,1126186
2021-06-19,5,426252
2021-06-19,6,942285
2021-06-19,7,621723
2021-06-19,8,323096
2021-06-19,9,1396680
2021-06-20,1,260229
2021-06-20,2,455161
2021-06-20,3,1380722
2021-06-20,4,1126395
2021-06-20,5,426314
2021-06-20,6,946259
2021-06-20,7,623554
2021-06-20,8,325963
2021-06-20,9,1407505
2021-06-21,1,260932
2021-06-21,2,457383
2021-06-21,3,1386612
2021-06-21,4,1135697
2021-06-21,5,430125
2021-06-21,6,956352
2021-06-21,7,626618
2021-06-21,8,326495
2021-06-21,9,1424882
2021-06-22,1,267352
2021-06-22,2,461686
2021-06-22,3,1406833
2021-06-22,4,1150040
2021-06-22,5,437946
2021-06-22,6,967263
2021-06-22,7,633131
2021-06-22,8,329293
2021-06-22,9,1443690
2021-06-23,1,270630
2021-06-23,2,466561
2021-06-23,3,1431321
2021-06-23,4,1169186
2021-06-23,5,447934
2021-06-23,6,989987
2021-06-23,7,639771
2021-06-23,8,330801
2021-06-23,9,1463476
2021-06-24,1,278529
2021-06-24,2,470861
2021-06-24,3,1452510
2021-06-24,4,1187805
2021-06-24,5,455695
2021-06-24,6,1006044
2021-06-24,7,648110
2021-06-24,8,335526
2021-06-24,9,1484396
2021-06-25,1,283101
2021-06-25,2,479175
2021-06-25,3,1474878
2021-06-25,4,1205801
2021-06-25,5,461707
2021-06-25,6,1021740
2021-06-25,7,664732
2021-06-25,8,343436
2021-06-25,9,1507349
2021-06-26,1,287971
2021-06-26,2,485540
2021-06-26,3,1492898
2021-06-26,4,1209720
2021-06-26,5,463345
2021-06-26,6,1027719
2021-06-26,7,673976
2021-06-26,8,352615
2021-06-26,9,1525367
2021-06-27,1,290889
2021-06-27,2,491430
2021-06-27,3,1504668
2021-06-27,4,1209853
2021-06-27,5,463401
2021-06-27,6,1028203
2021-06-27,7,674585
2021-06-27,8,357986
2021-06-27,9,1539412
2021-06-28,1,292370
2021-06-28,2,492760
2021-06-28,3,1514595
2021-06-28,4,1213912
2021-06-28,5,466435
2021-06-28,6,1035827
2021-06-28,7,679410
2021-06-28,8,358436
2021-06-28,9,1558201
2021-06-29,1,296879
2021-06-29,2,494843
2021-06-29,3,1535372
2021-06-29,4,1231076
2021-06-29,5,472919
2021-06-29,6,1049190
2021-06-29,7,685243
2021-06-29,8,360425
2021-06-29,9,1578556
2021-06-30,1,300929
2021-06-30,2,497785
2021-06-30,3,1558719
2021-06-30,4,1251191
2021-06-30,5,480328
2021-06-30,6,1076102
2021-06-30,7,693333
2021-06-30,8,361671
2021-06-30,9,1599094
2021-07-01,1,304890
2021-07-01,2,503583
2021-07-01,3,1581363
2021-07-01,4,1270438
2021-07-01,5,487510
2021-07-01,6,1102618
2021-07-01,7,700156
2021-07-01,8,366581
2021-07-01,9,1619807
2021-07-02,1,309948
2021-07-02,2,510096
2021-07-02,3,1603634
2021-07-02,4,1284586
2021-07-02,5,493697
2021-07-02,6,1124565
2021-07-02,7,707905
2021-07-02,8,374990
2021-07-02,9,1641667
2021-07-03,1,313916
2021-07-03,2,515373
2021-07-03,3,1622490
2021-07-03,4,1291585
2021-07-03,5,495858
2021-07-03,6,1130673
2021-07-03,7,710592
2021-07-03,8,382700
2021-07-03,9,1658817
2021-07-04,1,316061
2021-07-04,2,519358
2021-07-04,3,1635085
2021-07-04,4,1291708
2021-07-04,5,495943
2021-07-04,6,1132052
2021-07-04,7,721969
2021-07-04,8,393011
2021-07-04,9,1670746
2021-07-05,1,317307
2021-07-05,2,520813
2021-07-05,3,1642643
2021-07-05,4,1295940
2021-07-05,5,499072
2021-07-05,6,1141714
2021-07-05,7,723279
2021-07-05,8,393551
2021-07-05,9,1688058
2021-07-06,1,320314
2021-07-06,2,523025
2021-07-06,3,1663253
2021-07-06,4,1308685
2021-07-06,5,506242
2021-07-06,6,1154470
2021-07-06,7,728657
2021-07-06,8,393633
2021-07-06,9,1706456
2021-07-07,1,323308
2021-07-07,2,526124
2021-07-07,3,1685588
2021-07-07,4,1325860
2021-07-07,5,513937
2021-07-07,6,1171880
2021-07-07,7,733703
2021-07-07,8,393712
2021-07-07,9,1725183
2021-07-08,1,324672
2021-07-08,2,531835
2021-07-08,3,1705726
2021-07-08,4,1344034
2021-07-08,5,520868
2021-07-08,6,1187944
2021-07-08,7,740552
2021-07-08,8,397454
2021-07-08,9,1743142
2021-07-09,1,328824
2021-07-09,2,536057
2021-07-09,3,1727218
2021-07-09,4,1362474
2021-07-09,5,527570
2021-07-09,6,1197362
2021-07-09,7,745942
2021-07-09,8,400487
2021-07-09,9,1759957
2021-07-10,1,331055
2021-07-10,2,539620
2021-07-10,3,1744009
2021-07-10,4,1369253
2021-07-10,5,528789
2021-07-10,6,1200504
2021-07-10,7,747640
2021-07-10,8,404773
2021-07-10,9,1771777
2021-07-11,1,334491
2021-07-11,2,540519
2021-07-11,3,1756946
2021-07-11,4,1369422
2021-07-11,5,528873
2021-07-11,6,1200746
2021-07-11,7,751911
2021-07-11,8,404905
2021-07-11,9,1780417
2021-07-12,1,335576
2021-07-12,2,541970
2021-07-12,3,1762328
2021-07-12,4,1372574
2021-07-12,5,531976
2021-07-12,6,1206686
2021-07-12,7,753052
2021-07-12,8,404947
2021-07-12,9,1795709
2021-07-13,1,337063
2021-07-13,2,543849
2021-07-13,3,1778673
2021-07-13,4,1389813
2021-07-13,5,538680
2021-07-13,6,1215251
2021-07-13,7,757600
2021-07-13,8,407909
2021-07-13,9,1810780
2021-07-14,1,338585
2021-07-14,2,546091
2021-07-14,3,1794085
2021-07-14,4,1405354
2021-07-14,5,545437
2021-07-14,6,1235483
2021-07-14,7,761202
2021-07-14,8,410696
2021-07-14,9,1824258
2021-07-15,1,338895
2021-07-15,2,548394
2021-07-15,3,1802129
2021-07-15,4,1421277
2021-07-15,5,552026
2021-07-15,6,1244365
2021-07-15,7,766542
2021-07-15,8,415826
2021-07-15,9,1835990
2021-07-16,1,339532
2021-07-16,2,554222
2021-07-16,3,1817394
2021-07-16,4,1434259
2021-07-16,5,557595
2021-07-16,6,1254098
2021-07-16,7,776725
2021-07-16,8,422630
2021-07-16,9,1850098
2021-07-17,1,342994
2021-07-17,2,557044
2021-07-17,3,1831046
2021-07-17,4,1440287
2021-07-17,5,558923
2021-07-17,6,1258116
2021-07-17,7,780362
2021-07-17,8,428965
2021-07-17,9,1859873
2021-07-18,1,346234
2021-07-18,2,560428
2021-07-18,3,1842849
2021-07-18,4,1440385
2021-07-18,5,558962
2021-07-18,6,1258501
2021-07-18,7,780584
2021-07-18,8,431024
2021-07-18,9,1866868
2021-07-19,1,346545
2021-07-19,2,561876
2021-07-19,3,1847298
2021-07-19,4,1444251
2021-07-19,5,561239
2021-07-19,6,1259194
2021-07-19,7,783057
2021-07-19,8,431095
2021-07-19,9,1883061
2021-07-20,1,347030
2021-07-20,2,563296
2021-07-20,3,1861954
2021-07-20,4,1453843
2021-07-20,5,565047
2021-07-20,6,1259837
2021-07-20,7,786425
2021-07-20,8,431487
2021-07-20,9,1896114
2021-07-21,1,347630
2021-07-21,2,565315
2021-07-21,3,1876533
2021-07-21,4,1467786
2021-07-21,5,569282
2021-07-21,6,1274660
2021-07-21,7,789293
2021-07-21,8,431896
2021-07-21,9,1910034
2021-07-22,1,350908
2021-07-22,2,569120
2021-07-22,3,1884866
2021-07-22,4,1478631
2021-07-22,5,573644
2021-07-22,6,1292182
2021-07-22,7,794336
2021-07-22,8,432411
2021-07-22,9,1925611
2021-07-23,1,353739
2021-07-23,2,573627
2021-07-23,3,1897903
2021-07-23,4,1488923
2021-07-23,5,577274
2021-07-23,6,1300910
2021-07-23,7,803177
2021-07-23,8,437389
2021-07-23,9,1939848
2021-07-24,1,356584
2021-07-24,2,576331
2021-07-24,3,1910665
2021-07-24,4,1491617
2021-07-24,5,577949
2021-07-24,6,1306189
2021-07-24,7,808708
2021-07-24,8,445836
2021-07-24,9,1949627
2021-07-25,1,357849
2021-07-25,2,579114
2021-07-25,3,1921599
2021-07-25,4,1491711
2021-07-25,5,578081
2021-07-25,6,1308546
2021-07-25,7,809642
2021-07-25,8,447561
2021-07-25,9,1957699
2021-07-26,1,358409
2021-07-26,2,580058
2021-07-26,3,1926338
2021-07-26,4,1495211
2021-07-26,5,580226
2021-07-26,6,1313672
2021-07-26,7,811543
2021-07-26,8,447634
2021-07-26,9,1969488
2021-07-27,1,359493
2021-07-27,2,581314
2021-07-27,3,1938883
2021-07-27,4,1504643
2021-07-27,5,583281
2021-07-27,6,1322776
2021-07-27,7,815183
2021-07-27,8,448191
2021-07-27,9,1982686
2021-07-28,1,361708
2021-07-28,2,583301
2021-07-28,3,1950924
2021-07-28,4,1516431
2021-07-28,5,586275
2021-07-28,6,1333199
2021-07-28,7,817174
2021-07-28,8,448451
2021-07-28,9,1995227
2021-07-29,1,364739
2021-07-29,2,585100
2021-07-29,3,1955072
2021-07-29,4,1528724
2021-07-29,5,589386
2021-07-29,6,1338912
2021-07-29,7,820620
2021-07-29,8,448798
2021-07-29,9,2006078
2021-07-30,1,367392
2021-07-30,2,589146
2021-07-30,3,1963732
2021-07-30,4,1537244
2021-07-30,5,592709
2021-07-30,6,1345428
2021-07-30,7,829837
2021-07-30,8,449091
2021-07-30,9,2018599
2021-07-31,1,370721
2021-07-31,2,592340
2021-07-31,3,1974632
2021-07-31,4,1539945
2021-07-31,5,593552
2021-07-31,6,1348100
2021-07-31,7,832099
2021-07-31,8,449415
2021-07-31,9,2027945
2021-08-01,1,370892
2021-08-01,2,595610
2021-08-01,3,1984627
2021-08-01,4,1540061
2021-08-01,5,593734
2021-08-01,6,1348302
2021-08-01,7,838382
2021-08-01,8,449431
2021-08-01,9,2034659
2021-08-02,1,371427
2021-08-02,2,596312
2021-08-02,3,1988150
2021-08-02,4,1542316
2021-08-02,5,595427
2021-08-02,6,1353991
2021-08-02,7,840541
2021-08-02,8,449464
2021-08-02,9,2046178
2021-08-03,1,372635
2021-08-03,2,597407
2021-08-03,3,1998316
2021-08-03,4,1550855
2021-08-03,5,597496
2021-08-03,6,1362984
2021-08-03,7,843637
2021-08-03,8,449727
2021-08-03,9,2057199
2021-08-04,1,373479
2021-08-04,2,598514
2021-08-04,3,2007283
2021-08-04,4,1561050
2021-08-04,5,599643
2021-08-04,6,1373800
2021-08-04,7,844678
2021-08-04,8,450127
2021-08-04,9,2067852
2021-08-05,1,373655
2021-08-05,2,599563
2021-08-05,3,2014658
2021-08-05,4,1571310
2021-08-05,5,601765
2021-08-05,6,1379842
2021-08-05,7,847815
2021-08-05,8,450456
2021-08-05,9,2077436
2021-08-06,1,376593
2021-08-06,2,600514
2021-08-06,3,2022660
2021-08-06,4,1577365
2021-08-06,5,603333
2021-08-06,6,1387880
2021-08-06,7,855158
2021-08-06,8,450862
2021-08-06,9,2088314
2021-08-07,1,376834
2021-08-07,2,603887
2021-08-07,3,2027584
2021-08-07,4,1579461
2021-08-07,5,603532
2021-08-07,6,1392897
2021-08-07,7,861376
2021-08-07,8,451069
2021-08-07,9,2095570
2021-08-08,1,380042
2021-08-08,2,607701
2021-08-08,3,2034899
2021-08-08,4,1579546
2021-08-08,5,603681
2021-08-08,6,1393213
2021-08-08,7,865133
2021-08-08,8,451109
2021-08-08,9,2101876
2021-08-09,1,380161
2021-08-09,2,608410
2021-08-09,3,2036012
2021-08-09,4,1580825
2021-08-09,5,604748
2021-08-09,6,1393558
2021-08-09,7,866838
2021-08-09,8,451194
2021-08-09,9,2110784
2021-08-10,1,380367
2021-08-10,2,609197
2021-08-10,3,2044156
2021-08-10,4,1587209
2021-08-10,5,606614
2021-08-10,6,1406144
2021-08-10,7,868840
2021-08-10,8,451711
2021-08-10,9,2118070
2021-08-11,1,380676
2021-08-11,2,610382
2021-08-11,3,2052785
2021-08-11,4,1594721
2021-08-11,5,607990
2021-08-11,6,1417001
2021-08-11,7,871183
2021-08-11,8,452213
2021-08-11,9,2124682
2021-08-12,1,380837
2021-08-12,2,611351
2021-08-12,3,2058977
2021-08-12,4,1600280
2021-08-12,5,609466
2021-08-12,6,1425010
2021-08-12,7,871891
2021-08-12,8,453112
2021-08-12,9,2131218
2021-08-13,1,380968
2021-08-13,2,612337
2021-08-13,3,2063452
2021-08-13,4,1605031
2021-08-13,5,611007
2021-08-13,6,1429880
2021-08-13,7,874547
2021-08-13,8,453779
2021-08-13,9,2137367
2021-08-14,1,383612
2021-08-14,2,613583
2021-08-14,3,2067940
2021-08-14,4,1606518
2021-08-14,5,611202
2021-08-14,6,1430838
2021-08-14,7,876285
2021-08-14,8,454788
2021-08-14,9,2141811
2021-08-15,1,385631
2021-08-15,2,614605
2021-08-15,3,2070362
2021-08-15,4,1606646
2021-08-15,5,611304
2021-08-15,6,1431089
2021-08-15,7,876979
2021-08-15,8,454990
2021-08-15,9,2144108
2021-08-16,1,385915
2021-08-16,2,615119
2021-08-16,3,2071873
2021-08-16,4,1607570
2021-08-16,5,612057
2021-08-16,6,1440254
2021-08-16,7,878398
2021-08-16,8,455060
2021-08-16,9,2152711
2021-08-17,1,386248
2021-08-17,2,615889
2021-08-17,3,2074053
2021-08-17,4,1612804
2021-08-17,5,613235
2021-08-17,6,1446985
2021-08-17,7,879925
2021-08-17,8,455689
2021-08-17,9,2159025
2021-08-18,1,386629
2021-08-18,2,617068
2021-08-18,3,2076765
2021-08-18,4,1617329
2021-08-18,5,614341
2021-08-18,6,1455447
2021-08-18,7,880673
2021-08-18,8,456389
2021-08-18,9,2164722
2021-08-19,1,387110
2021-08-19,2,617965
2021-08-19,3,2079086
2021-08-19,4,1621479
2021-08-19,5,615949
2021-08-19,6,1464847
2021-08-19,7,881406
2021-08-19,8,456794
2021-08-19,9,2169832
2021-08-20,1,388932
2021-08-20,2,619089
2021-08-20,3,2081368
2021-08-20,4,1625019
2021-08-20,5,617234
2021-08-20,6,1470922
2021-08-20,7,884135
2021-08-20,8,457794
2021-08-20,9,2175688
2021-08-21,1,391111
2021-08-21,2,619976
2021-08-21,3,2082785
2021-08-21,4,1626362
2021-08-21,5,617639
2021-08-21,6,1474600
2021-08-21,7,885792
2021-08-21,8,458801
2021-08-21,9,2179581
2021-08-22,1,392049
2021-08-22,2,620509
2021-08-22,3,2083085
2021-08-22,4,1626520
2021-08-22,5,617735
2021-08-22,6,1474676
2021-08-22,7,886681
2021-08-22,8,460471
2021-08-22,9,2182582
2021-08-23,1,392153
2021-08-23,2,620941
2021-08-23,3,2084521
2021-08-23,4,1627099
2021-08-23,5,618394
2021-08-23,6,1474950
2021-08-23,7,887225
2021-08-23,8,460509
2021-08-23,9,2187325
2021-08-24,1,392625
2021-08-24,2,621725
2021-08-24,3,2087319
2021-08-24,4,1628891
2021-08-24,5,619509
2021-08-24,6,1481232
2021-08-24,7,888596
2021-08-24,8,461045
2021-08-24,9,2191547
2021-08-25,1,393088
2021-08-25,2,622809
2021-08-25,3,2090557
2021-08-25,4,1630672
2021-08-25,5,620630
2021-08-25,6,1483364
2021-08-25,7,889253
2021-08-25,8,461461
2021-08-25,9,2195922
2021-08-26,1,394266
2021-08-26,2,623558
2021-08-26,3,2093421
2021-08-26,4,1635196
2021-08-26,5,622384
2021-08-26,6,1488264
2021-08-26,7,889838
2021-08-26,8,461988
2021-08-26,9,2200120
2021-08-27,1,394377
2021-08-27,2,624548
2021-08-27,3,2095901
2021-08-27,4,1638220
2021-08-27,5,623368
2021-08-27,6,1490711
2021-08-27,7,892938
2021-08-27,8,462563
2021-08-27,9,2205145
2021-08-28,1,394517
2021-08-28,2,625300
2021-08-28,3,2098224
2021-08-28,4,1639726
2021-08-28,5,623783
2021-08-28,6,1490927
2021-08-28,7,893000
2021-08-28,8,462823
2021-08-28,9,2208685
2021-08-29,1,394544
2021-08-29,2,625998
2021-08-29,3,2098672
2021-08-29,4,1639747
2021-08-29,5,623846
2021-08-29,6,1490995
2021-08-29,7,893033
2021-08-29,8,462826
2021-08-29,9,2210766
2021-08-30,1,394646
2021-08-30,2,626328
2021-08-30,3,2100271
2021-08-30,4,1640197
2021-08-30,5,624464
2021-08-30,6,1491387
2021-08-30,7,894117
2021-08-30,8,462846
2021-08-30,9,2215427
2021-08-31,1,395010
2021-08-31,2,626965
2021-08-31,3,2103368
2021-08-31,4,1641900
2021-08-31,5,625308
2021-08-31,6,1496808
2021-08-31,7,895314
2021-08-31,8,463201
2021-08-31,9,2219214
2021-09-01,1,395328
2021-09-01,2,628036
2021-09-01,3,2106335
2021-09-01,4,1644018
2021-09-01,5,626286
2021-09-01,6,1497673
2021-09-01,7,896595
2021-09-01,8,463741
2021-09-01,9,2223421
2021-09-02,1,395653
2021-09-02,2,628711
2021-09-02,3,2109319
2021-09-02,4,1647913
2021-09-02,5,628211
2021-09-02,6,1498498
2021-09-02,7,897221
2021-09-02,8,464011
2021-09-02,9,2227530
2021-09-03,1,396358
2021-09-03,2,629501
2021-09-03,3,2112531
2021-09-03,4,1650163
2021-09-03,5,629515
2021-09-03,6,1499652
2021-09-03,7,898444
2021-09-03,8,464518
2021-09-03,9,2232653
2021-09-04,1,396588
2021-09-04,2,630932
2021-09-04,3,2114639
2021-09-04,4,1651478
2021-09-04,5,630184
2021-09-04,6,1502656
2021-09-04,7,899411
2021-09-04,8,465521
2021-09-04,9,2236072
2021-09-05,1,396607
2021-09-05,2,630951
2021-09-05,3,2114857
2021-09-05,4,1651548
2021-09-05,5,630263
2021-09-05,6,1502669
2021-09-05,7,899431
2021-09-05,8,465524
2021-09-05,9,2237871
2021-09-06,1,396746
2021-09-06,2,631280
2021-09-06,3,2116384
2021-09-06,4,1652121
2021-09-06,5,630812
2021-09-06,6,1503153
2021-09-06,7,899600
2021-09-06,8,465569
2021-09-06,9,2241521
2021-09-07,1,397053
2021-09-07,2,631796
2021-09-07,3,2119404
2021-09-07,4,1653984
2021-09-07,5,631383
2021-09-07,6,1507972
2021-09-07,7,900250
2021-09-07,8,465885
2021-09-07,9,2245197
2021-09-08,1,397310
2021-09-08,2,632722
2021-09-08,3,2122610
2021-09-08,4,1656108
2021-09-08,5,632153
2021-09-08,6,1508909
2021-09-08,7,902029
2021-09-08,8,466659
2021-09-08,9,2249185
2021-09-09,1,397941
